,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
4489,Honda Amaze S i-Dtech,2015,60334,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5430
3525,Honda Amaze S i-Dtech,2014,66000,Diesel,Manual,Fst,25.8 kmpl,1498 CC,98.6 bhp,5,3500
3267,Honda Amaze S i-Dtech,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4450
197,Honda Amaze S i-Dtech,2013,50000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3250
3438,Honda Amaze S i-Dtech,2013,39575,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3250
5456,Honda Amaze S i-Dtech,2014,97439,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4410
1662,Honda Amaze S i-Dtech,2013,89429,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3650
891,Honda Amaze S i-Dtech,2015,48000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4500
4829,Honda Amaze S i-Dtech,2014,71000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,4500
1840,Honda Amaze S i-Dtech,2013,90000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3800
4547,Honda Amaze S i-Dtech,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,4250
5390,Honda Amaze S i-Dtech,2014,76414,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4950
3140,Honda Amaze S i-Dtech,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5270
346,Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3450
3375,Honda Amaze S i-Dtech,2014,61000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4350
2339,Honda Amaze S i-Dtech,2014,48000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,4500
4505,Honda Amaze S i-VTEC,2014,18776,Petrol,Manual,First,17.8 kmpl,,86.7 bhp,5,4750
3512,Honda Amaze S i-VTEC,2017,61795,Petrol,Manual,First,17.8 kmpl,,86.7 bhp,5,5530
4369,Honda Amaze S i-VTEC,2013,39879,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,3890
5719,Honda Amaze S i-Vtech,2015,47234,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,5090
5667,Honda Amaze S i-Vtech,2015,53497,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,5450
390,Honda Amaze S i-Vtech,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4650
4506,Honda Amaze S i-Vtech,2016,6714,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4750
3751,Honda Amaze S i-Vtech,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,3250
3216,Honda Amaze S i-Vtech,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4250
2285,Honda Amaze S i-Vtech,2015,52513,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4650
5638,Honda Amaze S i-Vtech,2016,39854,Petrol,Manual,First,18.0 kmpl,,86.7 bhp,5,5640
4418,Honda Amaze S i-Vtech,2014,48997,Petrol,Manual,Second,18.0 kmpl,,86.7 bhp,5,5210
2415,Honda Amaze S i-Vtech,2014,66355,Petrol,Manual,First,18.0 kmpl,,86.7 bhp,5,4120
2419,Honda Amaze S i-Vtech,2014,69876,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,3900
4253,Honda Amaze S Petrol,2013,32576,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,3150
3465,Honda Amaze S Petrol,2014,69000,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,4500
1149,Honda Amaze S Petrol,2016,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,5680
2875,Honda Amaze SX i-DTEC,2016,51806,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5400
141,Honda Amaze SX i-DTEC,2014,45044,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3700
95,Honda Amaze SX i-DTEC,2015,30000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3500
1564,Honda Amaze SX i-DTEC,2014,36000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,3250
972,Honda Amaze SX i-VTEC,2014,28246,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,5,4940
90,Honda Amaze SX i-VTEC,2016,18949,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,5000
4333,Honda Amaze SX i-VTEC,2016,37000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,5250
82,Honda Amaze SX i-VTEC,2016,54944,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4820
933,Honda Amaze SX i-VTEC,2016,33000,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,6500
1704,Honda Amaze V CVT Petrol,2018,1700,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,7800
4978,Honda Amaze V CVT Petrol,2019,25717,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,8860
2709,Honda Amaze V Petrol,2016,40866,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,5470
4403,Honda Amaze V Petrol,2018,6000,Petrol,Manual,Fst,19.5 kmpl,1199 CC,86.76 bhp,5,6700
3322,Honda Amaze VX AT i-Vtech,2016,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,6250
2552,Honda Amaze VX AT i-Vtech,2014,57937,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,5400
809,Honda Amaze VX Diesel,2018,12000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,8500
6013,Honda Amaze VX i-DTEC,2015,70602,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4830
1462,Honda Amaze VX i-DTEC,2016,15388,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,7500
4640,Honda Amaze VX i-DTEC,2013,75348,Diesel,Manual,First,2 kmpl,1498 CC,98.6 bhp,5,3750
1785,Honda Amaze VX i-DTEC,2014,97236,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4400
3258,Honda Amaze VX i-DTEC,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,4100
4986,Honda Amaze VX i-DTEC,2013,38001,Diesel,Manual,First,25.8 kmpl,1498 CC,9 bhp,5,3900
565,Honda Amaze VX i-DTEC,2015,62550,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5600
5546,Honda Amaze VX i-DTEC,2017,128000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,6300
5225,Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,5150
5342,Honda Amaze VX i-VTEC,2019,16573,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5,9310
3815,Honda Amaze VX i-Vtech,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4750
5485,Honda Amaze VX i-Vtech,2016,17362,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,5650
2063,Honda Amaze VX i-Vtech,2013,47000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4150
496,Honda Amaze VX i-Vtech,2015,79000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,4000
541,Honda Amaze VX O i VTEC,2016,9000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,5750
5795,Honda Amaze VX Petrol,2014,21000,Petrol,Manual,First,19.5 kmpl,1199 CC,86.76 bhp,5,4750
636,Honda BR-V i-DTEC VX MT,2017,32249,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7,10790
414,Honda BR-V i-VTEC S MT,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,8500
4134,Honda BR-V i-VTEC S MT,2016,34004,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,8020
3142,Honda Brio 1.2 S MT,2015,22000,Petrol,Manual,Fst,18.5 kmpl,1198 CC,86.8 bhp,5,3950
5765,Honda Brio 1.2 S Option MT,2012,40315,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,2750
2220,Honda Brio 1.2 VX AT,2017,20000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5990
6010,Honda Brio 1.2 VX MT,2013,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,3200
2166,Honda Brio 1.2 VX MT,2014,41460,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,3950
5402,Honda Brio E MT,2015,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4350
2775,Honda Brio E MT,2013,55116,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3310
2785,Honda Brio E MT,2016,27969,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4730
5820,Honda Brio EX MT,2014,50000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,2500
3508,Honda Brio EX MT,2013,42320,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2900
1664,Honda Brio S MT,2013,53959,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3500
1833,Honda Brio S MT,2012,70000,Petrol,Manual,Second,19.4 kmpl,,868 bhp,5,2500
2820,Honda Brio S MT,2014,22100,Petrol,Manual,First,19.4 kmpl,,86.8 bhp,5,3550
4901,Honda Brio S MT,2015,46650,Petrol,Manual,First,19.4 kmpl,,86.8 bhp,5,4250
430,Honda Brio S MT,2014,30000,Petrol,Manual,Snd,19.4 kmpl,1198 CC,86.8 bhp,5,3200
2610,Honda Brio S MT,2016,38735,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4920
1522,Honda Brio S MT,2016,14821,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,5370
2625,Honda Brio S MT,2012,60000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3250
158,Honda Brio S MT,2013,33280,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2390
4242,Honda Brio S MT,2014,28637,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,5530
4007,Honda Brio S MT,2013,58581,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3490
676,Honda Brio S MT,2013,17003,Petrol,Manual,First,,1198 CC,868 bhp,5,3150
5060,Honda Brio S MT,2013,67559,Petrol,Manual,First,,1198 CC,86.8 bhp,5,4050
4071,Honda Brio S MT,2013,41000,Petrol,Manual,First,,1198 CC,86.8 bhp,5,3100
1675,Honda Brio S MT,2014,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,4250
4838,Honda Brio S MT,2015,36695,Petrol,Manual,Fst,19.4 kmpl,1198 CC,86.8 bhp,5,4290
1254,Honda Brio S MT,2012,50000,Petrol,Manual,First,19.4 kmpl,,86.8 bhp,5,3650
4847,Honda Brio S MT,2013,32807,Petrol,Manual,First,19.4 kmpl,,86.8 bhp,5,2750
872,Honda Brio S MT,2016,32700,Petrol,Manual,First,19.4 kmpl,,86.8 bhp,5,3680
2980,Honda Brio S MT,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2850
3660,Honda Brio S MT,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3900
1587,Honda Brio S MT,2013,33000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3240
3985,Honda Brio S Option AT,2013,33709,Petrol,Automatic,First,16.5 kmpl,1198 CC,868 bhp,5,4900
3387,Honda Brio S Option AT,2012,31500,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4150
4967,Honda Brio S Option MT,2012,25000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2750
1340,Honda Brio S Option MT,2012,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2900
5134,Honda Brio S Option MT,2012,39566,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5,2750
2755,Honda Brio S Option MT,2013,33793,Petrol,Manual,First,18.4 kmpl,1198 CC,868 bhp,5,3740
2968,Honda Brio S Option MT,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,2300
5297,Honda Brio V MT,2012,65167,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3280
170,Honda Brio V MT,2012,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3650
3853,Honda Brio V MT,2013,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3250
1697,Honda Brio V MT,2013,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3250
4896,Honda Brio V MT,2012,59000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3250
4319,Honda Brio V MT,2012,54000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,2950
3303,Honda Brio V MT,2013,53226,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,3300
3666,Honda Brio VX,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,3250
4231,Honda Brio VX AT,2013,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5400
74,Honda Brio VX AT,2016,37300,Petrol,Automatic,Second,16.5 kmpl,1198 CC,86.8 bhp,5,6460
4174,Honda Brio VX AT,2014,36631,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4300
2724,Honda Brio VX AT,2014,28000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4950
4732,Honda Brio VX AT,2016,32198,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,5100
499,Honda Brio VX AT,2014,35000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4250
1011,Honda Brio VX AT,2014,26856,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,4150
657,Honda BRV i-VTEC V CVT,2017,18000,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,9250
5708,Honda BRV i-VTEC V CVT,2017,16503,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,9500
380,Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,9480
2648,Honda BRV i-VTEC V MT,2016,9200,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,8000
1294,Honda City 1.3 DX,2009,55005,Petrol,Manual,First,12.8 kmpl,,,,3200
1318,Honda City 1.3 EXI,2002,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,1200
1845,Honda City 1.3 EXI,1999,140000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,900
1790,Honda City 1.3 EXI,2004,73500,Petrol,Manual,Snd,13.0 kmpl,1343 CC,90 bhp,5,1300
709,Honda City 1.3 EXI S,2011,100000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,3500
5994,Honda City 1.5 E MT,2009,60000,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,3250
5340,Honda City 1.5 E MT,2011,80000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3850
3542,Honda City 1.5 E MT,2009,86863,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3600
3000,Honda City 1.5 E MT,2010,54801,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2500
5957,Honda City 1.5 EXI,2004,186679,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,1760
1917,Honda City 1.5 EXI,2005,88000,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,,1700
1279,Honda City 1.5 EXI,2005,98437,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,1150
4767,Honda City 1.5 GXI,2005,81000,Petrol,Manual,Second,12.8 kmpl,1493 CC,100 bhp,5,1100
5270,Honda City 1.5 GXI,2002,53000,Petrol,Manual,Second,0.0 kmpl,,,,1850
3305,Honda City 1.5 GXI,2007,75055,Petrol,Manual,First,12.8 kmpl,1493 CC,100 bhp,5,2300
194,Honda City 1.5 GXI,2007,60006,Petrol,Manual,First,0.0 kmpl,,,,2950
1385,Honda City 1.5 GXI,2004,115000,Petrol,Manual,Second,0.0 kmpl,,,,1500
5792,Honda City 1.5 S AT,2009,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5,3200
5232,Honda City 1.5 S AT,2013,51000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4500
3689,Honda City 1.5 S AT,2008,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3800
3709,Honda City 1.5 S MT,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5500
2407,Honda City 1.5 S MT,2013,83432,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5900
1948,Honda City 1.5 S MT,2011,49999,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3800
621,Honda City 1.5 S MT,2009,70000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2100
1212,Honda City 1.5 S MT,2011,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3800
2672,Honda City 1.5 S MT,2009,73200,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2780
2468,Honda City 1.5 S MT,2012,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,4450
4407,Honda City 1.5 S MT,2013,46000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5100
1049,Honda City 1.5 S MT,2012,67635,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5250
1315,Honda City 1.5 S MT,2012,72000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5750
5223,Honda City 1.5 S MT,2014,57000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5480
5367,Honda City 1.5 S MT,20092009,31423,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,1990
4448,Honda City 1.5 S MT,2009,64000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3100
1263,Honda City 1.5 S MT,2014,54546,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5500
1996,Honda City 1.5 S MT,2009,65055,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2750
2394,Honda City 1.5 S MT,2008,114750,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,2750
5452,Honda City 1.5 S MT,2009,42000,Petrol,Manual,First,17.0 kmpl,,118 bhp,5,2300
4091,Honda City 1.5 S MT,2012,26671,Petrol,Manual,Second,17.0 kmpl,,118 bhp,5,5670
1650,Honda City 1.5 S MT,2014,43772,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,6350
3612,Honda City 1.5 S MT,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,,5,5250
2439,Honda City 1.5 S MT,2010,38446,Petrol,Manual,First,17.0 kmpl,1497 CC,,5,2590
3962,Honda City 1.5 S MT,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3100
4509,Honda City 1.5 S MT,2012,65055,Petrol,Manual,Second,1 kmpl,1497 CC,118 bhp,5,4250
1442,Honda City 1.5 S MT,2009,231673,Petrol,Manual,First,1 kmpl,1497 CC,118 bhp,5,2600
2012,Honda City 1.5 S MT,2011,95936,Petrol,Manual,First,1 kmpl,1497 CC,118 bhp,5,4100
4142,Honda City 1.5 S MT,2011,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4950
3120,Honda City 1.5 S MT,2014,58000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5470
4996,Honda City 1.5 S MT,2009,71499,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3000
1862,Honda City 1.5 S MT,2011,68000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3600
4531,Honda City 1.5 S MT,2011,125000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3250
5536,Honda City 1.5 V AT,2015,45000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5250
4271,Honda City 1.5 V AT,2010,62000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3550
2294,Honda City 1.5 V AT,2011,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4450
285,Honda City 1.5 V AT,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,3570
2113,Honda City 1.5 V AT,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5500
5006,Honda City 1.5 V AT,2014,60952,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,5910
533,Honda City 1.5 V AT,2010,69000,Petrol,Automatic,Second,16.8 kmpl,1497 CC,118 bhp,5,2850
2167,Honda City 1.5 V AT,2011,57000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,4400
4758,Honda City 1.5 V AT Exclusive,2009,89000,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,3710
4211,Honda City 1.5 V AT Exclusive,2012,63998,Petrol,Automatic,First,17.0 kmpl,1497 CC,118 bhp,5,5420
1074,Honda City 1.5 V AT Sunroof,2016,47681,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,8730
11,Honda City 1.5 V AT Sunroof,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.3 bhp,5,4490
1024,Honda City 1.5 V MT,2012,42750,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,6330
1022,Honda City 1.5 V MT,2009,138000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3500
570,Honda City 1.5 V MT,2011,42086,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3350
4048,Honda City 1.5 V MT,2010,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3500
3611,Honda City 1.5 V MT,2011,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3830
4679,Honda City 1.5 V MT,2010,65100,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3150
4642,Honda City 1.5 V MT,2011,102013,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3750
3893,Honda City 1.5 V MT,2009,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,2600
2773,Honda City 1.5 V MT,2016,28414,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,8400
3885,Honda City 1.5 V MT,2010,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5000
5630,Honda City 1.5 V MT,2010,60000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,2700
3903,Honda City 1.5 V MT,2011,66276,Petrol,Manual,First,17.0 kmpl,,118 bhp,5,5500
1277,Honda City 1.5 V MT,2011,66000,Petrol,Manual,First,,1497 CC,118 bhp,5,4900
344,Honda City 1.5 V MT,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3500
2249,Honda City 1.5 V MT,2009,71400,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,3800
1346,Honda City 1.5 V MT,2012,66245,Petrol,Manual,First,17.0 kmpl,1497 CC,,5,5680
4118,Honda City 1.5 V MT,2012,77283,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5810
2230,Honda City 1.5 V MT,2010,45008,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,3000
1518,Honda City 1.5 V MT,2015,32000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5500
2886,Honda City 1.5 V MT,2011,90000,Petrol,Manual,Snd,17.0 kmpl,1497 CC,118 bhp,5,3400
5517,Honda City 1.5 V MT,2009,122000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,3500
2131,Honda City 1.5 V MT Exclusive,2013,45000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4550
4947,Honda City 1.5 V MT Exclusive,2012,67590,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5650
2777,Honda City 1.5 V MT Exclusive,2012,45496,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,4750
5240,Honda City 1.5 V MT Exclusive,2013,50266,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,5530
808,Honda City 1.5 V MT Sunroof,2013,60669,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,4950
5660,Honda City 1.5 V MT Sunroof,2014,40000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,6490
25,Honda City Corporate Edition,2012,51920,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,4250
1339,Honda City i DTec E,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,8180
1180,Honda City i DTEC S,2014,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5700
4366,Honda City i DTec S,2015,78233,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6600
5826,Honda City i DTEC S,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,8110
4548,Honda City i DTEC SV,2014,45000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,4750
3366,Honda City i DTEC SV,2014,25000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6150
5478,Honda City i DTEC SV,2015,64465,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6220
4217,Honda City i DTEC SV,2014,75000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6000
5025,Honda City i DTEC SV,2015,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5950
1557,Honda City i DTec SV,2015,33000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7000
1535,Honda City i DTEC SV,2014,65000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6990
2076,Honda City i DTEC SV,2014,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,4450
4159,Honda City i DTEC SV,2014,90000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,6750
4410,Honda City i DTEC SV,2014,26000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,5500
1867,Honda City i DTEC SV,2016,55700,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7520
1377,Honda City i DTec V,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,7750
